name,time,time_left,last_online,last_update,init_DartMonkey,init_BoomerangMonkey,init_BombShooter,init_TackShooter,init_IceMonkey,init_GlueGunner,init_Desperado,init_SniperMonkey,init_MonkeySub,init_MonkeyBuccaneer,init_MonkeyAce,init_HeliPilot,init_MortarMonkey,init_DartlingGunner,init_WizardMonkey,init_SuperMonkey,init_NinjaMonkey,init_Alchemist,init_Druid,init_Mermonkey,init_BananaFarm,init_SpikeFactory,init_MonkeyVillage,init_EngineerMonkey,init_BeastHandler,init_Quincy,init_Gwendolin,init_StrikerJones,init_ObynGreenfoot,init_Silas,init_Benjamin,init_PatFusty,init_CaptainChurchill,init_Ezili,init_Rosalia,init_Etienne,init_Sauda,init_Adora,init_AdmiralBrickell,init_Psi,init_Geraldo,init_Corvus,init_gamecount,init_follower,DartMonkey,BoomerangMonkey,BombShooter,TackShooter,IceMonkey,GlueGunner,Desperado,SniperMonkey,MonkeySub,MonkeyBuccaneer,MonkeyAce,HeliPilot,MortarMonkey,DartlingGunner,WizardMonkey,SuperMonkey,NinjaMonkey,Alchemist,Druid,Mermonkey,BananaFarm,SpikeFactory,MonkeyVillage,EngineerMonkey,BeastHandler,Quincy,Gwendolin,StrikerJones,ObynGreenfoot,Silas,Benjamin,PatFusty,CaptainChurchill,Ezili,Rosalia,Etienne,Sauda,Adora,AdmiralBrickell,Psi,Geraldo,Corvus,gamecount,follower,url,pfp_url
DemonAlpaka,201683,31746000,2908735,,8471,5827,3385,5490,3186,1193,242,4978,3266,9448,4055,2239,1840,1564,5022,2443,4634,3810,4244,1412,8813,1739,6260,2342,763,471,1347,206,380,31.0,916,78,509,37,192,230,1208,315,302,321,474,40,14870,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fbc46d8d8c7fbf01042db4f5a25e470c85018ea9f438c6e,https://static-api.nkstatic.com/appdocs/4/assets/opendata/a5d32db006cb5d8d535a14494320fc92_ProfileAvatar26.png
Cand2ce,220050,17615000,0,,850,594,288,265,374,142,30,487,266,1171,437,131,56,186,699,219,628,140,405,319,1303,483,444,273,180,40,16,9,114,,113,0,0,6,0,5,198,42,34,0,15,0,1683,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fbd14d9d8c2fcf71043894c5f26b026cb521fbb9a12dd39,https://static-api.nkstatic.com/appdocs/4/assets/opendata/7f2320145829e7f8a2682811cd110ae4_ProfileAvatar93.png
rsef1234,223517,14006000,6458938,,12334,6745,2500,2098,3900,1860,146,12300,8801,9438,10305,1527,1571,1250,5017,2409,10966,12438,7203,828,24469,4354,14030,2650,358,228,321,105,212,431.0,3474,116,177,2076,17,475,1071,123,71,244,316,4,15089,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9ce91788dd94f1ac1a11dd4b0d22e071990314b9c817d16a,https://static-api.nkstatic.com/appdocs/4/assets/opendata/0fb277e64c75fc888d3dca1a1f4cedae_ProfileAvatar120.png
singsou,224967,25671000,0,,3751,3261,820,1182,1110,526,144,1280,812,2823,1548,818,281,263,1183,741,2570,1157,1319,466,6608,1146,2098,756,297,253,131,76,202,58.0,202,54,97,128,97,232,835,19,59,116,57,22,4154,1,0,0,0,0,3,0,0,2,1,3,3,0,0,0,5,0,6,0,2,6,5,0,1,0,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,https://data.ninjakiwi.com/btd6/users/9fb813828e90adad1d16da4b5f71b776cf521ee9c8458c69,https://static-api.nkstatic.com/appdocs/4/assets/opendata/db32af61df5646951a18c60fe0013a31_ProfileAvatar01.png
Hans Quin,202800,30066000,3515059,,2537,1043,673,481,735,993,229,1027,1039,1448,776,537,208,620,787,383,2747,2236,1300,1233,5404,639,2597,1220,363,66,37,20,195,11.0,379,41,93,28,66,290,207,167,31,125,127,143,4191,7,11,1,0,15,14,4,2,3,18,14,17,1,0,0,0,0,3,3,2,39,0,2,5,0,0,0,5,0,0,0.0,0,0,0,0,0,0,0,0,7,0,0,0,35,0,https://data.ninjakiwi.com/btd6/users/9ceb15da8e9efda64d47dd420b74b07fcd0749ee99178d30,https://static-api.nkstatic.com/appdocs/4/assets/opendata/3e64627d5149f478416ad299581ea3b6_ProfileAvatar76.png
UntySauce,247950,24901000,0,,584,253,406,292,289,257,27,545,334,415,336,161,97,151,313,226,319,231,295,59,1094,113,525,268,97,25,16,24,33,28.0,129,19,19,0,1,17,135,11,21,1,35,12,824,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fbc468f8b9ffcf31c408b4c0e77e124cf0714efcb44d93e,https://static-api.nkstatic.com/appdocs/4/assets/opendata/863b5262473714f3bd186e93e337a3ff_ProfileAvatar95.png
nobody,257000,28117000,0,,601,309,345,173,68,131,37,130,155,508,145,129,155,163,440,69,255,112,106,169,525,238,238,157,19,13,15,4,2,,156,0,73,0,11,0,63,0,19,0,13,0,736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fb614898cc4aaa2494ad91f5825b376cc0749b896138e69,https://static-api.nkstatic.com/appdocs/4/assets/opendata/0fb277e64c75fc888d3dca1a1f4cedae_ProfileAvatar120.png
Varthas88,260167,22570000,0,,14595,12387,6937,3692,3215,2773,317,7434,4467,13718,6029,3964,857,1599,6131,3717,10352,7173,8382,594,20871,2307,8449,3787,936,1028,302,905,1367,63.0,933,341,332,117,24,621,1919,133,338,238,137,65,15707,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fbf1483d6c4ffa61c44d94f5a21e724cb504ebc9612dc38,https://static-api.nkstatic.com/appdocs/4/assets/opendata/7f2320145829e7f8a2682811cd110ae4_ProfileAvatar93.png
VioletHero1859,274167,22227000,0,,1212,496,187,302,474,372,693,1036,580,547,200,97,104,45,233,93,435,639,474,375,391,140,510,124,25,41,58,46,158,45.0,34,5,13,13,106,119,67,3,82,192,11,0,2116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fb612828bc4f0f31a11d9195a26b373cb021ebe9f43db3a,https://static-api.nkstatic.com/appdocs/4/assets/opendata/db32af61df5646951a18c60fe0013a31_ProfileAvatar01.png
Muyou_cen,274783,19153000,0,,3709,1690,560,589,786,1032,632,3266,1461,1314,996,534,262,375,841,215,723,2803,1424,1727,862,1587,2552,561,63,315,239,7,69,45.0,416,5,36,22,78,140,435,28,42,170,26,0,3406,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fb6118bd69ef1a41e43dd1f5777e123cd051bb5cd10d83b,https://static-api.nkstatic.com/appdocs/4/assets/opendata/db32af61df5646951a18c60fe0013a31_ProfileAvatar01.png
joel,142483,34662000,0,,280,353,145,146,146,32,96,98,199,79,114,37,30,42,172,26,219,80,207,58,170,51,86,73,30,67,26,63,17,,24,0,0,0,4,0,0,0,14,0,0,0,518,2,2,0,3,2,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,5,0,https://data.ninjakiwi.com/btd6/users/9fb61e8a8992f8f41e408a485d73e525cd564bb999168c6c,https://static-api.nkstatic.com/appdocs/4/assets/opendata/d7efbd08a6cafa2f17faaced7068317a_ProfileAvatar91.png
aliveeye,146633,34070000,0,,732,185,343,317,4272,29,360,239,178,509,146,23,962,58,660,6,60,1072,606,1464,66,15,262,47,37,136,3,350,7,28.0,0,0,0,0,850,4,58,0,83,3,1,0,3743,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fb7458ed891aff41d41891f5d27e4229f5514bec811dd3f,https://static-api.nkstatic.com/appdocs/4/assets/opendata/f6e3c540b6ef197b2a6f9c29bca21374_ProfileAvatar121.png
JustHaveFun97,180583,38573000,3515059,,5690,4069,3036,5234,4756,1133,217,3280,2717,5317,2242,912,2014,506,3838,569,998,4236,4901,2014,7497,590,2745,775,492,422,1134,491,265,8.0,1205,240,330,137,380,130,1044,38,309,198,207,57,14142,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9cba43d889c5adf31f448b1d5d74b071ce571dbb9910896a,https://static-api.nkstatic.com/appdocs/4/assets/opendata/277d4c265ed71fcb8aff04bbeadfa971_ProfileAvatar39.png
ISAB,181250,37482000,0,,6227,4165,1738,2348,5682,762,673,2477,2137,3255,1345,628,2201,1063,2550,822,32679,6393,2651,4714,4595,1046,3853,1199,490,248,1622,278,408,30.0,313,49,117,9,595,27,812,52,181,42,151,5,8454,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fbe468fdec5aaf11a14dc4f5873e576995214bc9a13d03c,https://static-api.nkstatic.com/appdocs/4/assets/opendata/d84627d3e016cfff12b6977db9cb9e0a_ProfileAvatar70.png
Han Guang,196633,26310000,0,,11388,6300,2666,6061,4362,1479,569,3587,5264,9851,5618,900,1735,1054,5744,1363,5076,5973,3991,1969,13724,2668,9485,5489,812,1864,928,344,462,75.0,657,114,157,63,327,353,1117,32,432,128,639,65,12783,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fbb44df8c94aaf11e44d919577ae57ec8051de99d11d16a,https://static-api.nkstatic.com/appdocs/4/assets/opendata/74f14994aa1c578f556126fe6cdcfded_ProfileAvatar85.png
Long Rocky 1992,197900,37442000,0,,163,136,72,77,90,23,24,165,21,184,77,45,52,39,131,110,175,74,53,19,176,117,162,49,0,28,26,27,6,8.0,36,21,16,6,6,26,18,13,0,20,0,3,338,1,0,0,0,0,3,0,0,0,1,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,https://data.ninjakiwi.com/btd6/users/9fb645ddde95f8a61116da4b0977ef73980d19e89941df38,https://static-api.nkstatic.com/appdocs/4/assets/opendata/1ede1e717fdf52d6c447a947be0a41d8_ProfileAvatar10.png
KingOfSkill,202700,41877000,0,,7198,3336,1569,2865,1756,1309,2231,3728,1450,3767,1239,1080,537,1104,2061,697,1913,3023,2454,2337,5696,1924,3514,1616,507,455,233,107,359,116.0,258,80,66,59,252,172,966,49,219,60,247,2,11603,19,1,1,23,0,12,0,0,0,4,8,7,0,0,0,0,0,0,0,0,19,0,3,6,1,0,0,0,1,0,0.0,0,0,0,0,0,0,1,0,4,0,0,0,7,0,https://data.ninjakiwi.com/btd6/users/9fb8438d8ac7f8a24d478d1a5f22e4759a0614b997108d3a,https://static-api.nkstatic.com/appdocs/4/assets/opendata/f6e3c540b6ef197b2a6f9c29bca21374_ProfileAvatar121.png
BIGKINGZEN,204967,38968000,0,,398,211,467,130,309,214,73,197,446,311,369,309,107,140,323,257,437,140,362,283,401,212,196,201,74,59,3,43,54,5.0,128,0,1,3,1,2,3,41,0,1,3,9,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fb61ed98d96aba24c4a8b435b7ae17fcd0149ea9911d03a,https://static-api.nkstatic.com/appdocs/4/assets/opendata/3e64627d5149f478416ad299581ea3b6_ProfileAvatar76.png
Shlomo sabo,207117,35817000,3515059,,12141,6744,4102,3949,5155,2705,213,7560,5273,9735,3548,2166,2086,1866,4549,2993,7866,7401,4740,1059,17215,2440,10929,3196,1482,823,938,316,555,34.0,467,296,641,165,42,323,1232,337,299,115,272,33,13735,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9cea148e8d90fea51046d9185e26e326ca5148b9cf44d93a,https://static-api.nkstatic.com/appdocs/4/assets/opendata/0fb277e64c75fc888d3dca1a1f4cedae_ProfileAvatar120.png
Asikkend,207650,41965000,3515059,,3897,4530,2879,5110,3228,1262,810,4703,2276,6281,1945,1658,2233,1909,3634,1540,1850,2388,2915,3101,2997,1274,2796,1197,359,477,519,216,295,35.0,525,147,85,26,219,118,646,31,272,95,224,62,8737,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9cb91589da94fff61b40da1d0b7bb07fcc0d14efc816d93f,https://static-api.nkstatic.com/appdocs/4/assets/opendata/e02041c502508f551690933405cb548d_ProfileAvatar96.png
Fartbert,211883,37514000,0,,14235,10849,5250,10182,9916,3627,1247,12991,7383,13305,4909,1515,3098,1611,11306,2947,10092,10316,7904,5260,14498,2522,8972,3377,899,1093,2179,670,857,177.0,1679,280,506,99,195,684,2526,107,448,853,304,54,23116,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fbd1fdfd9c4f1f64b47874d5920e272980c1cbecc13d03d,https://static-api.nkstatic.com/appdocs/4/assets/opendata/8786323c7af885fd6d24da2291ce33fa_ProfileAvatar88.png
Spikeleo,226033,30487000,0,,561,119,53,107,74,43,45,193,291,749,170,39,44,36,324,127,357,182,346,208,1118,214,192,60,60,12,0,4,29,,73,0,0,1,0,87,169,2,23,1,4,1,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fbc44d8dbc4fdf61d4b861f577bb07ec50218b997468b3e,https://static-api.nkstatic.com/appdocs/4/assets/opendata/ff853797e300ae69f8fbe20acabac75b_ProfileAvatar106.png
PulpHater,227650,37843000,0,,527,205,287,141,155,111,47,333,130,141,38,81,43,57,101,124,142,124,208,92,81,81,188,87,32,22,2,3,62,,39,0,23,3,0,17,48,34,6,0,0,6,458,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fbe148ad694abf64d41db1a0e27e372c9021bbccc17df6c,https://static-api.nkstatic.com/appdocs/4/assets/opendata/ff853797e300ae69f8fbe20acabac75b_ProfileAvatar106.png
Liliamas,229117,30382000,0,,523,497,284,272,398,87,121,119,196,344,165,112,93,113,268,260,458,160,477,322,464,172,247,175,91,54,5,11,13,60.0,76,8,0,0,30,0,24,64,0,0,16,0,702,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fb845898cc4fcf71c4bdc4b5827e27fc5521fbc9f46de3b,https://static-api.nkstatic.com/appdocs/4/assets/opendata/6746fa047fdf0212341a9aa44ba56f75_ProfileAvatar112.png
Mr. Positive,229383,41383000,0,,2478,892,746,468,446,212,114,701,712,2453,613,377,352,575,936,450,1492,831,1384,350,3582,412,868,542,223,66,600,53,167,,182,28,6,0,18,59,179,41,45,54,33,0,3547,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fbe1fd8d894ffa51f4ad94f5f7ae223c9524cefcf17dc3d,https://static-api.nkstatic.com/appdocs/4/assets/opendata/ba07ae7b394cd4fa9fc329a100505d5b_ProfileAvatar51.png
paladins,231383,10605000,0,,5847,2583,1941,2343,1811,1189,884,3004,1327,3253,1094,932,501,1280,3362,2027,3091,1291,1861,1772,4865,1550,2091,1619,548,196,222,118,608,257.0,188,68,90,53,102,312,296,70,103,89,103,12,6440,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fb917d8dac4fca511468b4e5e7be673c5064fee9e17df69,https://static-api.nkstatic.com/appdocs/4/assets/opendata/b1ef093283db879ae51f4dc27b82a5a0_ProfileAvatar37.png
darkage23,236383,9928000,0,,19257,11430,4585,3929,3340,1614,307,10588,8244,15661,6303,2701,655,1127,5590,4242,8309,9740,6295,524,27681,2735,11126,3941,659,1176,530,244,1305,12.0,1479,192,280,72,37,299,3517,144,151,141,100,30,14828,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9ce9418b89c7fff34a4b89425a21e77ece504ee8cc188c3c,https://static-api.nkstatic.com/appdocs/4/assets/opendata/9bc303571d618df5c942b015e66b0276_ProfileAvatar15.png
OrangeRhino161,237800,39653000,0,,4807,1946,1172,3216,1471,726,501,1346,1966,2187,1827,583,356,937,1536,441,1430,816,2076,1822,919,1471,863,850,278,350,149,166,608,35.0,129,38,47,64,66,93,562,54,202,124,6,3,4513,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fb813ddd995aba41c178f4b0e70b370c80718b997138a6d,https://static-api.nkstatic.com/appdocs/4/assets/opendata/db32af61df5646951a18c60fe0013a31_ProfileAvatar01.png
crystal5888,237817,26091000,0,,6507,4494,2977,3392,3399,1476,521,3074,2100,5785,2921,2098,1620,997,4171,1280,2061,5092,3908,1582,9185,623,3728,1683,467,515,654,308,623,88.0,305,211,267,316,524,678,804,183,380,200,175,42,13158,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fbc4682d994f9ad1b47861e5971e421980c48b99f118d3f,https://static-api.nkstatic.com/appdocs/4/assets/opendata/f3752d5059750b24dcb6b5a14068f6ef_ProfileAvatar103.png
oudloud,243217,37836000,0,,295,144,57,79,89,84,56,113,139,305,56,36,32,36,49,47,436,254,94,38,469,54,189,84,37,90,9,0,37,,156,11,13,0,0,0,22,2,0,0,0,0,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fb646df8ac3f1a44d4a88435d72b225c50d14bbca46d96e,https://static-api.nkstatic.com/appdocs/4/assets/opendata/b2795bc0400051550b15778233a07d77_ProfileAvatar72.png
HeroicTiger2726,243967,37262000,3515059,,749,374,177,159,764,112,79,242,257,593,76,44,39,64,188,54,426,231,379,284,512,105,424,126,24,16,5,12,12,188.0,34,0,0,10,0,42,91,1,3,2,19,11,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fb617dedf94a8a11f10da485d76b326990d1ee9cc42de6e,https://static-api.nkstatic.com/appdocs/4/assets/opendata/f6e3c540b6ef197b2a6f9c29bca21374_ProfileAvatar121.png
Fenix - YT,167933,45518000,0,,109914,77624,29469,63631,26452,5557,858,148064,29858,38707,14535,12628,6362,3942,94368,10420,15208,42902,96967,5456,39963,16955,30070,11214,1701,7045,12938,2151,3424,60.0,55119,2400,1852,711,1529,728,11016,807,1572,493,922,229,200119,24515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9ced1f83dac5ada61e16da435c71b070c9521eb89c13d830,https://static-api.nkstatic.com/appdocs/4/assets/opendata/c1967adc6df2da4f101ef3112206484a_ProfileAvatar16.png
Inst,234917,39513000,0,,3186,1904,874,1592,1245,876,168,5507,2578,3455,3961,2078,595,443,2125,1337,1876,4187,3936,1291,3080,2885,4952,986,499,167,202,67,201,60.0,181,39,66,90,641,819,488,215,51,1245,47,19,7076,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fb944838c94a8f14913874d0d20e074c4031ced9e10df6d,https://static-api.nkstatic.com/appdocs/4/assets/opendata/f3752d5059750b24dcb6b5a14068f6ef_ProfileAvatar103.png
vnx1412,234933,27352000,0,,4073,2069,423,1606,574,1029,332,2049,1256,3161,1710,854,278,519,1360,1085,1115,1901,2017,601,3775,1499,2362,900,198,180,122,24,301,133.0,239,13,62,66,46,763,619,69,96,131,110,219,6285,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fba1389db9fa8ad1b45874d0c72b772cc5649b4cc13893b,https://static-api.nkstatic.com/appdocs/4/assets/opendata/4859cfa481a7172af054bd1c704a2c98_ProfileAvatar25.png
mashimaro,240600,37332000,0,,4618,4279,1750,2278,1618,697,14,2274,1280,6638,2083,714,651,382,1817,541,6056,2818,3391,114,9596,731,3097,1296,255,254,632,106,193,2.0,640,85,126,95,17,70,362,60,74,46,52,9,5731,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fbd16dede94ffa61a478b4b0c70e5779a0348e89e10de69,https://static-api.nkstatic.com/appdocs/4/assets/opendata/fa82e00cbf8f0cf7204a4d01e598e8d9_ProfileAvatar78.png
ShinyPopper4793,246783,25961000,0,,1274,760,408,294,521,375,458,1011,530,1430,602,154,127,236,429,172,833,509,470,438,1095,392,539,302,74,20,1,9,25,99.0,64,0,22,6,5,57,430,2,48,27,3,1,1925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://data.ninjakiwi.com/btd6/users/9fb717dfdfc7fca61d4087195f73b424990614bb9f44d93e,https://static-api.nkstatic.com/appdocs/4/assets/opendata/74f14994aa1c578f556126fe6cdcfded_ProfileAvatar85.png
